city,timestamp,aqi,pm25,pm10,no2,o3,co,so2,temperature,humidity,wind_speed,pressure,weather,hour,day_of_week,month,aqi_category,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_6,aqi_lag_12,aqi_lag_24,aqi_roll_mean_3,aqi_roll_std_3,aqi_roll_mean_6,aqi_roll_std_6,aqi_roll_mean_12,aqi_roll_std_12,aqi_roll_mean_24,aqi_roll_std_24,temp_humidity_interaction,wind_aqi_ratio
beijing,2026-02-05 19:50:17.002447,152.6,92.3,130.5,44.1,27.4,0.61,3.7,2.1,44.0,3.7,1016.3,Clouds,19,3,2,Unhealthy,153.4,132.2,160.3,164.6,190.3,136.3,146.06666666666666,12.015545486299644,149.9,9.557405505680023,160.0583333333333,13.332834270963199,164.59166666666667,15.652751297724171,92.4,32.46808510638298
beijing,2026-02-05 20:50:17.002447,146.8,82.8,114.8,42.6,27.1,0.43,5.7,0.5,57.7,3.3,1021.8,Clear,20,3,2,Unhealthy for Sensitive Groups,152.6,153.4,132.2,147.7,179.0,139.7,150.93333333333334,3.601851375797318,149.75,9.605779510274155,157.375,12.380345493783961,164.88750000000002,15.223046387118046,28.85,34.139534883720934
beijing,2026-02-05 21:50:17.002447,156.6,95.6,127.8,43.1,27.7,0.48,6.5,0.6,38.5,2.1,1018.7,Clear,21,3,2,Unhealthy,146.8,152.6,153.4,153.2,178.7,140.0,152.0,4.927473997901876,150.31666666666666,9.944328366796293,155.53333333333333,10.406058841178243,165.57916666666668,14.397855491482874,23.099999999999998,50.516129032258064
beijing,2026-02-05 22:50:17.002447,136.5,80.0,109.8,40.0,32.3,0.42,7.1,3.4,52.6,3.7,1017.9,Clear,22,3,2,Unhealthy for Sensitive Groups,156.6,146.8,152.6,160.3,170.4,157.7,146.63333333333333,10.051036430803313,146.35,9.912366014227022,152.70833333333334,10.602869108563866,164.69583333333333,15.50967381617221,178.84,29.04255319148936
beijing,2026-02-05 23:50:17.002447,154.7,91.0,123.4,44.2,29.0,0.53,2.7,5.3,54.1,1.2,1016.0,Rain,23,3,2,Unhealthy,136.5,156.6,146.8,132.2,166.5,171.5,149.26666666666665,11.096996590669649,150.1,7.435052118176615,151.725,9.717755539592348,163.9958333333333,15.568236312571106,286.73,70.31818181818181
beijing,2026-02-06 00:50:17.002447,170.7,103.7,141.6,54.9,24.2,0.52,4.7,5.9,50.3,2.1,1020.8,Clear,0,4,2,Unhealthy,154.7,136.5,156.6,153.4,162.1,176.2,153.96666666666667,17.11178930834912,152.98333333333332,11.31360537877599,152.44166666666666,10.808368671235174,163.76666666666668,15.420558459031412,296.77,55.064516129032256
beijing,2026-02-06 01:50:17.002447,150.5,90.4,114.8,45.9,30.7,0.51,3.9,7.8,52.4,1.9,1024.1,Clear,1,4,2,Unhealthy,170.7,154.7,136.5,152.6,164.6,158.5,158.63333333333333,10.658955546080906,152.63333333333333,11.360223002506114,151.26666666666668,10.110330750217479,163.43333333333334,15.624469846078417,408.71999999999997,51.896551724137936
beijing,2026-02-06 02:50:17.002447,172.2,102.3,134.0,53.1,22.9,0.64,4.0,6.5,52.9,3.9,1020.5,Clear,2,4,2,Unhealthy,150.5,170.7,154.7,146.8,147.7,167.4,164.46666666666667,12.118718304066862,156.86666666666667,13.315955341869726,153.3083333333333,11.676974883258366,163.63333333333333,15.707950539294643,343.84999999999997,35.14285714285714
beijing,2026-02-06 03:50:17.002447,171.6,102.5,139.1,45.3,26.9,0.52,4.9,7.9,52.9,2.4,1017.6,Clear,3,4,2,Unhealthy,172.2,150.5,170.7,156.6,153.2,178.8,164.76666666666665,12.35893738690042,159.36666666666667,14.601872026102297,154.84166666666667,12.814158244502645,163.33333333333331,15.472687483789416,417.91,50.470588235294116
beijing,2026-02-06 04:50:17.002447,190.7,116.1,148.8,57.9,31.4,0.55,5.0,7.0,51.1,2.2,1023.5,Rain,4,4,2,Unhealthy,171.6,172.2,150.5,136.5,160.3,182.9,178.16666666666666,10.858330135583289,168.4,14.389996525364484,157.375,16.473787719227904,163.65833333333333,15.975304764505742,357.7,59.59374999999999
beijing,2026-02-06 05:50:17.002447,180.4,104.5,144.8,54.2,25.8,0.34,3.4,9.4,51.5,4.9,1019.9,Rain,5,4,2,Unhealthy,190.7,171.6,172.2,154.7,132.2,178.8,180.9,9.559811713626008,172.6833333333333,13.278466276896156,161.39166666666668,15.632161389167214,163.725,16.044428804172906,484.1,30.576271186440678
beijing,2026-02-06 06:50:17.002447,170.9,99.5,136.1,52.3,29.0,0.39,7.0,7.7,61.4,3.0,1021.8,Clear,6,4,2,Unhealthy,180.4,190.7,171.6,170.7,153.4,187.7,180.66666666666666,9.902693236353143,172.71666666666667,13.272741490237367,162.85,15.635129443892449,163.025,15.302266101008893,472.78,42.725
beijing,2026-02-06 07:50:17.002447,196.8,122.1,149.4,57.5,34.7,0.5,5.0,7.5,46.3,1.7,1016.7,Clear,7,4,2,Unhealthy,170.9,180.4,190.7,150.5,152.6,190.3,182.70000000000002,13.102289876200272,180.4333333333333,11.04511958589261,166.53333333333333,18.0246464261543,163.29583333333332,15.853582208465655,347.25,72.88888888888889
beijing,2026-02-06 08:50:17.002447,171.2,105.0,133.7,53.4,24.8,0.62,4.5,8.9,48.5,3.7,1020.5,Clear,8,4,2,Unhealthy,196.8,170.9,180.4,172.2,146.8,179.0,179.63333333333335,14.867526133601222,180.26666666666665,11.200654742766986,168.56666666666666,16.939804299252305,162.97083333333333,15.595497654818464,431.65000000000003,36.42553191489361
beijing,2026-02-06 09:50:17.002447,175.4,103.8,141.8,52.4,26.3,0.51,5.3,11.3,50.3,3.1,1020.9,Clear,9,4,2,Unhealthy,171.2,196.8,170.9,171.6,156.6,178.7,181.13333333333333,13.729287429918367,180.9,10.709248339636254,170.13333333333333,16.598375239946137,162.83333333333334,15.464789366329127,568.39,42.78048780487806
beijing,2026-02-06 10:50:17.002447,166.3,102.6,128.7,51.7,32.1,0.52,6.0,8.0,40.0,1.7,1018.3,Clouds,10,4,2,Unhealthy,175.4,171.2,196.8,190.7,136.5,170.4,170.96666666666667,4.554484969051952,176.83333333333334,10.875047892614955,172.61666666666667,12.93359496767522,162.6625,15.400079404086613,320.0,61.592592592592595
beijing,2026-02-06 11:50:17.002447,177.1,111.5,141.4,53.4,37.4,0.39,3.9,5.0,50.2,3.1,1018.9,Clear,11,4,2,Unhealthy,166.3,175.4,171.2,180.4,154.7,166.5,172.9333333333333,5.8071794645351655,176.28333333333333,10.741213463415992,174.48333333333335,11.667112545591948,163.10416666666666,15.664650849344937,251.0,43.19512195121951
beijing,2026-02-06 12:50:17.002447,161.5,95.3,126.6,48.2,22.1,0.56,3.1,6.6,47.4,3.0,1021.1,Clear,12,4,2,Unhealthy,177.1,166.3,175.4,170.9,170.7,162.1,168.3,7.989993742174547,174.71666666666667,12.261389263320414,173.71666666666667,12.227155570014133,163.07916666666668,15.666801764758208,312.84,40.375
beijing,2026-02-06 13:50:17.002447,155.8,92.7,129.7,44.0,21.9,0.51,4.5,4.2,53.6,2.0,1021.2,Rain,13,4,2,Unhealthy,161.5,177.1,166.3,196.8,150.5,164.6,164.8,11.02678556969303,167.88333333333333,8.26690187837436,174.15833333333333,11.378565042404794,162.7125,15.732500630445097,225.12,51.93333333333334
beijing,2026-02-06 14:50:17.002447,145.7,86.5,117.9,38.5,33.5,0.44,4.0,0.5,45.4,2.7,1021.8,Rain,14,4,2,Unhealthy for Sensitive Groups,155.8,161.5,177.1,171.2,172.2,147.7,154.33333333333334,8.001458200436382,163.63333333333333,11.953521099101726,171.95000000000002,14.050913913983578,162.62916666666666,15.820528193421337,22.7,39.37837837837837
beijing,2026-02-06 15:50:17.002447,160.2,93.3,134.0,48.4,32.0,0.4,5.7,2.6,48.4,1.0,1017.8,Clear,15,4,2,Unhealthy,145.7,155.8,161.5,175.4,171.6,153.2,153.9,7.434379597518376,161.1,10.481030483688315,171.0,14.45626633552497,162.92083333333332,15.703225344873676,125.84,80.1
beijing,2026-02-06 16:50:17.002447,137.7,82.8,103.9,39.3,31.9,0.37,5.0,-1.4,52.6,3.8,1022.5,Clouds,16,4,2,Unhealthy for Sensitive Groups,160.2,145.7,155.8,166.3,190.7,160.3,147.86666666666665,11.405408073950472,156.33333333333334,13.663479303115695,166.58333333333334,15.913221108895755,161.97916666666666,16.523421562888426,-73.64,28.6875
beijing,2026-02-06 17:50:17.002447,144.6,90.7,118.7,40.5,30.6,0.55,5.6,0.4,50.8,3.1,1020.3,Clear,17,4,2,Unhealthy for Sensitive Groups,137.7,160.2,145.7,177.1,180.4,132.2,147.5,11.526925001924909,150.91666666666666,9.631493480591235,163.6,16.434719346554157,162.49583333333334,15.726424153845828,20.32,35.268292682926834
beijing,2026-02-06 18:50:17.002447,134.1,76.7,106.6,38.9,26.7,0.42,4.6,-0.9,53.2,2.8,1019.9,Clear,18,4,2,Unhealthy for Sensitive Groups,144.6,137.7,160.2,161.5,170.9,153.4,138.79999999999998,5.3357286287823715,146.35,10.094503454851308,160.53333333333333,18.278667811678748,161.69166666666666,16.67651086087111,-47.88,35.28947368421053
beijing,2026-02-06 19:50:17.002447,142.2,88.8,118.4,43.4,28.5,0.56,4.3,-0.3,46.3,4.0,1021.6,Clouds,19,4,2,Unhealthy for Sensitive Groups,134.1,144.6,137.7,155.8,196.8,152.6,140.29999999999998,5.501817881392175,144.08333333333334,9.01763087882132,155.98333333333332,14.91678940189923,161.25833333333333,17.053876689624737,-13.889999999999999,28.439999999999998
beijing,2026-02-06 20:50:17.002447,146.3,88.6,122.8,42.4,32.4,0.53,5.5,0.2,53.8,2.4,1019.1,Rain,20,4,2,Unhealthy for Sensitive Groups,142.2,134.1,144.6,145.7,171.2,146.8,140.86666666666665,6.208327740490156,144.1833333333333,9.042436987155165,153.90833333333333,14.32787863085861,161.23749999999998,17.072602320677372,10.76,43.029411764705884
